Hour,Day,Month,Year,PM2.5,Mean,AQI,PM10,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad
0,1,1,2018,50.0,50.0,70.0,90.0,1.2,54.0,2.0,2.0,50.0,734.1875,0.0250000009369999,267236.0,275.82079986572256,60.00285999298096,694.0625
1,1,1,2018,51.0,50.5,72.0,94.0,1.3,53.0,2.0,2.0,50.0,734.1875,0.0250000009369999,267236.0,275.82079986572256,60.00285999298096,694.0625
2,1,1,2018,52.0,51.0,71.0,92.0,1.5,49.0,2.0,2.0,50.0,734.1875,0.0250000009369999,267236.0,275.82079986572256,60.00285999298096,694.0625
3,1,1,2018,58.0,52.75,79.0,73.0,1.9,53.0,2.0,3.0,50.0,736.25,0.0250000007570013,267516.0,275.8816000366211,60.00504399108887,778.875
4,1,1,2018,51.0,52.4,72.0,94.0,1.9,45.0,2.0,2.0,50.0,736.25,0.0250000007570013,267516.0,275.8816000366211,60.00504399108887,778.875
5,1,1,2018,50.0,52.0,70.0,85.0,1.9,47.0,2.0,2.5,50.0,736.25,0.0250000007570013,267516.0,275.8816000366211,60.00504399108887,778.875
6,1,1,2018,49.0,51.57142857142857,68.0,76.0,1.8,49.0,2.0,3.0,50.0,738.125,0.025000000736,266992.0,275.9072998046874,60.00343199157715,771.625
7,1,1,2018,54.0,51.875,74.0,90.0,1.9,47.0,2.0,4.0,50.0,738.125,0.025000000736,266992.0,275.9072998046874,60.00343199157715,771.625
8,1,1,2018,65.0,53.333333333333336,88.0,109.0,1.9,47.0,2.0,5.0,50.0,738.125,0.025000000736,266992.0,275.9072998046874,60.00343199157715,771.625
9,1,1,2018,57.0,53.7,78.0,100.0,1.6,40.0,2.0,3.0,50.0,739.875,0.0250000009420011,267288.0,275.89479980468747,60.00291199493408,685.5
10,1,1,2018,50.0,53.36363636363637,69.0,80.0,1.2,47.0,6.0,6.0,50.0,739.875,0.0250000009420011,267288.0,275.89479980468747,60.00291199493408,685.5
11,1,1,2018,34.0,51.75,51.0,52.0,0.9,46.0,13.0,7.0,50.0,739.875,0.0250000009420011,267288.0,275.89479980468747,60.00291199493408,685.5
12,1,1,2018,32.0,50.23076923076923,56.0,61.0,0.8,42.0,20.0,7.0,50.0,737.375,0.0250000011679995,267492.0,275.8560998535156,60.00095999145508,685.0
13,1,1,2018,22.0,48.21428571428572,41.0,41.0,0.5,29.0,32.0,7.0,50.0,737.375,0.0250000011679995,267492.0,275.8560998535156,60.00095999145508,685.0
14,1,1,2018,15.0,46.0,30.0,30.0,0.3,19.0,43.0,3.0,50.0,737.375,0.0250000011679995,267492.0,275.8560998535156,60.00095999145508,685.0
15,1,1,2018,14.0,44.0,53.0,56.0,0.3,18.0,47.0,3.0,50.0,737.0,0.0250000013430006,267780.0,275.8463000488281,60.00177599334717,685.0
16,1,1,2018,11.0,42.05882352941177,73.0,95.0,0.2,18.0,47.0,2.0,50.0,737.0,0.0250000013430006,267780.0,275.8463000488281,60.00177599334717,685.0
17,1,1,2018,17.0,40.66666666666666,98.0,146.0,0.4,31.0,32.0,2.0,50.0,737.0,0.0250000013430006,267780.0,275.8463000488281,60.00177599334717,685.0
18,1,1,2018,30.0,40.10526315789474,144.0,238.0,0.7,53.0,7.0,2.0,50.0,734.875,0.025000001356,267868.0,275.81779998779297,60.00186799621582,685.0
19,1,1,2018,19.0,39.05,64.0,78.0,0.7,48.0,8.0,4.0,50.0,734.875,0.025000001356,267868.0,275.81779998779297,60.00186799621582,685.0
20,1,1,2018,50.0,39.57142857142857,96.0,142.0,0.9,54.0,2.0,2.0,50.0,734.875,0.025000001356,267868.0,275.81779998779297,60.00186799621582,685.0
